user,articleName,sectionIndex,sentenceIndex,filename,sentence,fs_span,fs_text
624b3778f1a4ec0048766482,EDGE species,0,3,7022598891538459-12438552_0_3.mp4,"Some EDGE species, such as elephants and pandas, are well known and already receive considerable conservation attention, but many others, such as the Vaquita (the world's rarest cetacean) the bumblebee bat (arguably the world's smallest mammal) and the egg-laying long-beaked echidnas are highly threatened yet remain poorly understood and are frequently overlooked by existing conservation frameworks.","[(83, 103), (208, 237), (508, 548), (579, 589), (691, 768), (790, 855), (867, 896), (963, 980), (1126, 1194), (1212, 1220)]","['EDGE', 'Panda', 'vaquita', 'rare', 'cetacean', 'bumblebee', 'bat', 'bat', 'echidnas', 'mammal']"
624b3778f1a4ec0048766482,EDGE species,0,4,8560902454267687-12438552_0_4.mp4,Recent research indicates that 70% of the world's most threatened and evolutionarily distinct mammal species are currently receiving little or no conservation attention.,"[(329, 343)]",['mammal']
624b3778f1a4ec0048766482,EDGE species,0,5,1146113917623206-12438552_0_5.mp4,"The Zoological Society of London (ZSL) launched a global conservation initiative, the EDGE of Existence Programme in 2007 to raise awareness and funds for the conservation of these species.","[(105, 116), (128, 176), (256, 276), (496, 519), (550, 644), (918, 944)]","['THE', 'Zoological', 'ZSL', 'EDGE', 'existence', 'species']"
624b3778f1a4ec0048766482,EDGE species,1,0,005190563029674244-12438552_1_0.mp4,ED,"[(54, 64)]",['ED']
624b3778f1a4ec0048766482,EDGE species,1,1,44737599925395943-12438552_1_1.mp4,Some species are more distinct than others because they represent a larger amount of unique evolution.,[],[]
624b3778f1a4ec0048766482,EDGE species,1,1,44737599925395943-12438552_1_1.mp4,Some species are more distinct than others because they represent a larger amount of unique evolution.,"[(118, 148)]","['species']"
624b3778f1a4ec0048766482,EDGE species,1,11,24114128504978116-12438552_1_11.mp4,"Thus, a long branch which produces few species will have a high ED, as the corresponding species are relatively distinctive, with few close relatives.","[(243, 266), (304, 324), (521, 548)]","['species', 'ED', 'relatives']"
624b3778f1a4ec0048766482,EDGE species,1,12,05903932391469624-12438552_1_12.mp4,"ED metrics are not exact, because of uncertainties in both the ordering of nodes and the length of segments.","[(54, 61), (73, 80), (281, 298), (342, 352)]","['ED', 'exact', 'nodes', 'segments']"
624b3778f1a4ec0048766482,EDGE species,1,2,4824481259042819-12438552_1_2.mp4,Species like the aardvark have few close relatives and have been evolving independently for many millions of years.,"[(112, 176)]",['aardvark']
624b3778f1a4ec0048766482,EDGE species,1,3,80905832179006-12438552_1_3.mp4,Others like the domestic dog originated only recently and have many close relatives.,"[(89, 112), (134, 154)]","['dog', 'dog']"
624b3778f1a4ec0048766482,EDGE species,1,4,8465211921573905-12438552_1_4.mp4,"Species uniqueness’ can be measured as an 'Evolutionary Distinctiveness' (ED) score, using a phylogeny, or evolutionary tree.","[(96, 292), (294, 384), (400, 410), (508, 570), (611, 637)]","['evolutionary ', 'distinctiveness', 'ED', 'phylogeny', 'evolution']"
624b3778f1a4ec0048766482,EDGE species,1,5,8465634266604214-12438552_1_5.mp4,ED scores are calculated relative to a clade of species descended from a common ancestor.,"[(51, 61), (192, 212), (217, 224)]","['ED', 'clade', 'of']"
624b3778f1a4ec0048766482,EDGE species,1,6,3461735439305458-12438552_1_6.mp4,"The three clades for which the EDGE of Existence Programme has calculated scores are all classes, namely mammals, amphibians, and corals.","[(166, 202), (252, 282), (470, 496), (521, 576), (592, 618)]","['EDGE', 'existence', 'mammals', 'amphibians ', 'corals']"
624b3778f1a4ec0048766482,EDGE species,1,7,24676751137793818-12438552_1_7.mp4,"The phylogenetic tree has the most recent common ancestor at the root, all the current species as the leaves, and intermediate nodes at each point of branching divergence.","[(73, 138), (380, 404), (451, 471), (492, 516), (595, 618), (688, 704)]","['phylogenetic', 'root', 'species', 'leaves', 'nodes', 'ranch']"
624b3778f1a4ec0048766482,EDGE species,1,8,9030698865996503-12438552_1_8.mp4,"The branches are divided into segments (between one node and another node, a leaf, or the root).","[(316, 336), (364, 384), (393, 410), (416, 423), (425, 432)]","['node', 'branches', 'leaf', 'or', 'root']"
624b3778f1a4ec0048766482,EDGE species,1,9,6691641718008086-12438552_1_9.mp4,Each segment is assigned an ED score defined as the timespan it covers (in millions of years) divided by the number of species at the end of the subtree it forms.,"[(163, 176), (185, 199), (515, 538)]","['ED', 'score', 'species']"
624b3778f1a4ec0048766482,EDGE species,2,0,6222526478578327-12438552_2_0.mp4,GE,"[(48, 71)]",['GE']
624b3778f1a4ec0048766482,EDGE species,2,1,3016725439815082-12438552_2_1.mp4,GE is a number corresponding to a species' conservation status according to the International Union for Conservation of Nature (IUCN) with more endangered species having a higher GE:,"[(48, 68), (179, 202), (220, 260), (265, 285), (364, 381), (403, 442), (496, 532)]","['GE', 'species ', 'conservation', 'status', 'union', 'conservation', 'IUCN']"
624b3778f1a4ec0048766482,EDGE species,3,0,2550871002598669-12438552_3_0.mp4,EDGE,"[(51, 93)]",['EDGE']
624b3778f1a4ec0048766482,EDGE species,3,1,7587116581096256-12438552_3_1.mp4,The EDGE score of a species is derived from its scores for Evolutionary Distinctness (ED) and for Globally Endangered status (GE) as follows:,"[(48, 80), (316, 330), (358, 381)]","['EDGE', 'ED', 'GE']"
624b3778f1a4ec0048766482,EDGE species,3,2,9056972629361877-12438552_3_2.mp4,EDGE scores are an estimate of the expected loss of evolutionary history per unit time.,"[(48, 68), (224, 228)]","['EDGE', 'of']"
624b3778f1a4ec0048766482,EDGE species,3,3,41990107318845715-12438552_3_3.mp4,"EDGE species are species which have an above average ED score and are threatened with extinction (Critically Endangered, Endangered or Vulnerable).","[(51, 90), (96, 112), (150, 173), (262, 282), (486, 525), (531, 576), (608, 637), (659, 669), (678, 730)]","['EDGE', 'species', 'species', 'ED', 'critically', 'endangered ', 'endangered', 'or', 'Vulnerable']"
624b3778f1a4ec0048766482,EDGE species,3,4,6275912913124968-12438552_3_4.mp4,Potential EDGE species are those with high ED scores but whose conservation status is unclear (Data deficient or Not evaluated).,"[(112, 144), (150, 167), (214, 224), (320, 333)]","['EDGE', 'species', 'ED', 'status']"
624b3778f1a4ec0048766482,EDGE species,4,0,9502897866106554-12438552_4_0.mp4,Focal species,"[(48, 68), (76, 96)]","['Focal', 'species']"
624b3778f1a4ec0048766482,EDGE species,4,1,6621462781406602-12438552_4_1.mp4,"Focal Species are typically selected from the priority EDGE Species—the Top 100 amphibians, birds, mammals and reptiles, Top 50 sharks and rays, and Top 25 corals—however, they also prioritise species outside these rankings.","[(41, 61), (67, 87), (217, 240), (246, 276), (342, 410), (486, 500), (515, 554), (595, 621), (630, 663)]","['focal', 'species', 'EDGE', 'species', 'amphibians ', 'mammals', 'reptiles', 'sharks ', 'rays']"
624b3778f1a4ec0048766482,EDGE species,4,2,16996668896666245-12438552_4_2.mp4,Focal Species can also be species with very high ED but fall outside the Top 100 EDGE rankings.,"[(48, 64), (70, 100), (153, 170), (217, 231), (310, 317), (409, 429), (432, 455)]","['focal', 'species', 'species', 'ED', 'in', 'EDGE', 'rankings']"
624b3778f1a4ec0048766482,EDGE species,4,3,8423316585442502-12438552_4_3.mp4,"The primary approach to conserving EDGE Focal Species is through EDGE Fellows, who collect vital data on these species and work towards implementing conservation action plans.","[(131, 154), (169, 186), (198, 208), (259, 292), (297, 314), (448, 452), (502, 525)]","['EDGE', 'focal', 'species', 'EDGE', 'fellows', 'data', 'species']"
624b3778f1a4ec0048766482,EDGE species,4,4,09838938049654433-12438552_4_4.mp4,"These plans provide information on the conservation actions highlighted by the research programme, and identify key stakeholders that will carry out these actions.","[(390, 426), (460, 468)]","['stakeholders', 'out']"
62acd9b4b7e7010050c6bb5e,EDGE species,0,0,10025239501798411-12438552_0_0.mp4,"Evolutionarily Distinct and Globally Endangered (EDGE) species are animal species which have a high EDGE score, a metric combining endangered conservation status with distinctiveness of taxon.","[(51, 173), (185, 231), (249, 304), (316, 381), (432, 471), (582, 647), (838, 887), (1020, 1108), (1216, 1268), (1356, 1386)]","['Evolutionarily', 'Distinct', 'Globally', 'Endangered', 'EDGE', 'species', 'EDGE', 'Endangered', 'status', 'taxon']"
62acd9b4b7e7010050c6bb5e,EDGE species,0,1,5027994089108156-12438552_0_1.mp4,"Distinctive species have few closely related species, and EDGE species are often the only surviving member of their genus or even higher taxonomic rank.","[(326, 356), (528, 580), (592, 605), (617, 624), (707, 813)]","['EDGE', 'genus', 'or', 'E', 'taxonomic']"
62acd9b4b7e7010050c6bb5e,EDGE species,0,2,9666949658680215-12438552_0_2.mp4,"The extinction of such species would therefore represent a disproportionate loss of unique evolutionary history, biodiversity and potential for future evolution.","[(54, 122), (528, 602)]","['extinction ', 'biodiversity ']"
62acd9b4b7e7010050c6bb5e,EDGE species,0,3,5798174461144328-12438552_0_3.mp4,"Some EDGE species, such as elephants and pandas, are well known and already receive considerable conservation attention, but many others, such as the Vaquita (the world's rarest cetacean) the bumblebee bat (arguably the world's smallest mammal) and the egg-laying long-beaked echidnas are highly threatened yet remain poorly understood and are frequently overlooked by existing conservation frameworks.","[(0, 26), (435, 506), (579, 608), (624, 717), (771, 845), (867, 874), (1244, 1354), (1718, 1728)]","['EDGE', 'vaquita', 'rare', 'cetacean', 'bumblebee ', 'bat', 'echidnas', 'by']"
62acd9b4b7e7010050c6bb5e,EDGE species,0,4,17396633688905871-12438552_0_4.mp4,Recent research indicates that 70% of the world's most threatened and evolutionarily distinct mammal species are currently receiving little or no conservation attention.,[],[]
62acd9b4b7e7010050c6bb5e,EDGE species,0,5,521400796588019-12438552_0_5.mp4,"The Zoological Society of London (ZSL) launched a global conservation initiative, the EDGE of Existence Programme in 2007 to raise awareness and funds for the conservation of these species.","[(38, 144), (153, 215), (220, 228), (259, 314), (512, 548), (556, 570), (662, 752)]","['Zoological', 'Society ', 'of', 'London', 'EDGE', 'of', 'existence']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,0,32404584162116823-12438552_1_0.mp4,ED,"[(48, 64)]",['ED']
62acd9b4b7e7010050c6bb5e,EDGE species,1,1,806212505484593-12438552_1_1.mp4,Some species are more distinct than others because they represent a larger amount of unique evolution.,[],[]
62acd9b4b7e7010050c6bb5e,EDGE species,1,1,806212505484593-12438552_1_1.mp4,Some species are more distinct than others because they represent a larger amount of unique evolution.,[],[]
62acd9b4b7e7010050c6bb5e,EDGE species,1,11,013259063141297878-12438552_1_11.mp4,"Thus, a long branch which produces few species will have a high ED, as the corresponding species are relatively distinctive, with few close relatives.","[(416, 429)]",['ED']
62acd9b4b7e7010050c6bb5e,EDGE species,1,12,6728443245831945-12438552_1_12.mp4,"ED metrics are not exact, because of uncertainties in both the ordering of nodes and the length of segments.","[(57, 84), (352, 375), (569, 580)]","['ED', 'node', 'or']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,2,14398074519958448-12438552_1_2.mp4,Species like the aardvark have few close relatives and have been evolving independently for many millions of years.,"[(121, 189)]",['aardvark ']
62acd9b4b7e7010050c6bb5e,EDGE species,1,3,9735008612973957-12438552_1_3.mp4,Others like the domestic dog originated only recently and have many close relatives.,"[(185, 247)]",['domestic']
62acd9b4b7e7010050c6bb5e,EDGE species,1,4,406230941584802-12438552_1_4.mp4,"Species uniqueness’ can be measured as an 'Evolutionary Distinctiveness' (ED) score, using a phylogeny, or evolutionary tree.","[(240, 356), (377, 506), (534, 560), (640, 704), (790, 861)]","['Evolutionary ', 'distinctiveness ', 'ED', 'phylogeny ', 'evolutionary ']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,5,6267927457749183-12438552_1_5.mp4,ED scores are calculated relative to a clade of species descended from a common ancestor.,"[(70, 87), (233, 263), (518, 564)]","['ED', 'clade', 'ancestor']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,6,19400710057318094-12438552_1_6.mp4,"The three clades for which the EDGE of Existence Programme has calculated scores are all classes, namely mammals, amphibians, and corals.","[(102, 151), (236, 279), (300, 320), (336, 410), (707, 765), (780, 810)]","['clades', 'EDGE', 'or', 'existen', 'amphibians ', 'corals']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,7,9272370811620256-12438552_1_7.mp4,"The phylogenetic tree has the most recent common ancestor at the root, all the current species as the leaves, and intermediate nodes at each point of branching divergence.","[(249, 292), (374, 404), (710, 826), (835, 877), (1321, 1373)]","['ancestor', 'root', 'intermediate', 'nodes', 'divergence']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,8,2749760163242987-12438552_1_8.mp4,"The branches are divided into segments (between one node and another node, a leaf, or the root).","[(236, 285), (348, 388), (409, 416), (425, 448), (505, 522), (524, 548)]","['segments', 'node', 'or', 'leaf', 'or', 'root']"
62acd9b4b7e7010050c6bb5e,EDGE species,1,9,34121421438608923-12438552_1_9.mp4,Each segment is assigned an ED score defined as the timespan it covers (in millions of years) divided by the number of species at the end of the subtree it forms.,"[(230, 244)]",['ED']
62acd9b4b7e7010050c6bb5e,EDGE species,2,0,7589794579698197-12438552_2_0.mp4,GE,"[(80, 112)]",['GE']
62acd9b4b7e7010050c6bb5e,EDGE species,2,1,7985338037514758-12438552_2_1.mp4,GE is a number corresponding to a species' conservation status according to the International Union for Conservation of Nature (IUCN) with more endangered species having a higher GE:,"[(73, 96), (268, 327), (432, 480), (851, 858)]","['GE', 'status', 'union', 'GE']"
62acd9b4b7e7010050c6bb5e,EDGE species,3,0,23832569524516334-12438552_3_0.mp4,EDGE,"[(35, 96)]",['EDGE']
62acd9b4b7e7010050c6bb5e,EDGE species,3,1,10585328139022332-12438552_3_1.mp4,The EDGE score of a species is derived from its scores for Evolutionary Distinctness (ED) and for Globally Endangered status (GE) as follows:,"[(92, 128), (291, 365), (441, 461), (624, 669), (697, 727)]","['EDGE', 'evolutionary', 'ED', 'status', 'GE']"
62acd9b4b7e7010050c6bb5e,EDGE species,3,2,5215464842460598-12438552_3_2.mp4,EDGE scores are an estimate of the expected loss of evolutionary history per unit time.,"[(67, 103), (428, 455)]","['EDGE', 'unit']"
62acd9b4b7e7010050c6bb5e,EDGE species,3,3,7860247125579289-12438552_3_3.mp4,"EDGE species are species which have an above average ED score and are threatened with extinction (Critically Endangered, Endangered or Vulnerable).","[(51, 77), (256, 266), (473, 554), (688, 749), (764, 768)]","['EDGE', 'ED', 'extinct', 'endangered ', 'or']"
62acd9b4b7e7010050c6bb5e,EDGE species,3,4,5978326059593471-12438552_3_4.mp4,Potential EDGE species are those with high ED scores but whose conservation status is unclear (Data deficient or Not evaluated).,"[(89, 100), (227, 234), (476, 496), (540, 551), (563, 576)]","['ED', 'ED', 'data', 'or', 'data']"
62acd9b4b7e7010050c6bb5e,EDGE species,4,0,16358074002506884-12438552_4_0.mp4,Focal species,[],[]
62acd9b4b7e7010050c6bb5e,EDGE species,4,1,018526950750013427-12438552_4_1.mp4,"Focal Species are typically selected from the priority EDGE Species—the Top 100 amphibians, birds, mammals and reptiles, Top 50 sharks and rays, and Top 25 corals—however, they also prioritise species outside these rankings.","[(217, 250), (377, 455), (572, 621), (723, 740), (803, 839)]","['EDGE', 'amphibians ', 'reptiles ', 'rays', 'corals']"
62acd9b4b7e7010050c6bb5e,EDGE species,4,2,27348538120764654-12438552_4_2.mp4,Focal Species can also be species with very high ED but fall outside the Top 100 EDGE rankings.,"[(246, 263), (454, 490)]","['ED ', 'EDGE']"
62acd9b4b7e7010050c6bb5e,EDGE species,4,3,27286379551552-12438552_4_3.mp4,"The primary approach to conserving EDGE Focal Species is through EDGE Fellows, who collect vital data on these species and work towards implementing conservation action plans.","[(224, 244), (342, 388), (380, 436), (515, 541)]","['EDGE', 'EDGE', 'fellows', 'data']"
62acd9b4b7e7010050c6bb5e,EDGE species,4,4,042109093931165464-12438552_4_4.mp4,"These plans provide information on the conservation actions highlighted by the research programme, and identify key stakeholders that will carry out these actions.","[(288, 295), (432, 503)]","['by', 'stakeholders']"
62a90031c0bfef0050fdbef7,Hal Anger,0,0,7282433609881158-1953120_0_0.mp4,"Hal Oscar Anger (May 20, 1920 – October 31, 2005) was an American electrical engineer and biophysicist at Donner Laboratory, University of California, Berkeley, known for his invention of the gamma camera.","[(57, 74), (99, 128), (144, 170), (220, 231), (320, 333), (652, 682), (700, 762)]","['Hal', 'Oscar', 'Anger', 'May', 'Oct', 'Donner', 'Laboratory']"
62a90031c0bfef0050fdbef7,Hal Anger,0,1,6843678396185988-1953120_0_1.mp4,"In all, Anger held 15 patents, many of them for work at the Ernest O. Lawrence Radiation Laboratory.","[(99, 119), (211, 269), (387, 404), (422, 426), (435, 496), (508, 583), (601, 701)]","['Anger', 'patents', 'Ernest', 'O', 'Lawrence', 'Radiation', 'Laboratory']"
62a90031c0bfef0050fdbef7,Hal Anger,0,2,01688740932110666-1953120_0_2.mp4,Anger received several awards in recognition of his inventions and their contributions to the field of nuclear medicine.,"[(73, 103), (435, 487)]","['Anger', 'nuclear']"
62a90031c0bfef0050fdbef7,Hal Anger,0,3,8260941781308984-1953120_0_3.mp4,"Anger died in Berkeley, California.","[(41, 77), (169, 234)]","['Anger', 'Berkeley']"
62a90031c0bfef0050fdbef7,Hal Anger,1,0,7043180797085469-1953120_1_0.mp4,Career,[],[]
62a90031c0bfef0050fdbef7,Hal Anger,1,1,796298956391984-1953120_1_1.mp4,"In 1957, he invented the scintillation camera, known also as the gamma camera or Anger camera.","[(166, 250), (313, 349), (380, 384), (406, 439)]","['scintillation', 'gamma', 'or', 'Anger']"
62a90031c0bfef0050fdbef7,Hal Anger,1,1,796298956391984-1953120_1_1.mp4,"In 1957, he invented the scintillation camera, known also as the gamma camera or Anger camera.","[(211, 237), (524, 528), (809, 832), (912, 935), (940, 983)]","['Anger','CO', 'basis', 'Anger ', 'camera']"
62a90031c0bfef0050fdbef7,Hal Anger,1,11,5357080654288091-1953120_1_11.mp4,"He eventually granted an exclusive license on the '057 patent to Nuclear-Chicago Corporation (NCC), in Des Plaines, Illinois.","[(307, 336), (368, 378), (396, 448), (502, 541), (563, 621), (640, 666), (716, 784), (793, 807)]","['patent', 'CO', 'nuclear ', 'Chicago', 'Corporation', 'NCC', 'Des Plaines', 'ILL']"
62a90031c0bfef0050fdbef7,Hal Anger,1,12,2886272862850512-1953120_1_12.mp4,NCC successfully developed a commercially useful version of the Anger Camera and began marketing it to nuclear medical departments of hospitals in the United States.,"[(51, 80), (227, 244), (336, 413), (524, 538)]","['NCC', 'Anger', 'nuclear ', 'US']"
62a90031c0bfef0050fdbef7,Hal Anger,1,13,8809634054582536-1953120_1_13.mp4,NCC's commercial sales of the Anger Camera grew substantially over the years and Anger became modestly wealthy from the royalties that he received under the exclusive license agreement.,"[(32, 58), (144, 164), (364, 384), (448, 500)]","['NCC', 'Anger', 'Anger', 'royalties']"
62a90031c0bfef0050fdbef7,Hal Anger,1,14,99377729829774-1953120_1_14.mp4,NCC was eventually acquired by G.D.,"[(96, 122), (166, 186)]","['G.D', 'NCC']"
62a90031c0bfef0050fdbef7,Hal Anger,1,15,6347347940502799-1953120_1_15.mp4,"Searle &amp; Co, of Skokie, Illinois, and operated as a wholly owned subsidiary.","[(54, 109), (137, 148), (204, 260), (265, 282), (416, 509)]","['Searle', 'CO', 'Skokie', 'ILL', 'subsidiary ']"
62a90031c0bfef0050fdbef7,Hal Anger,1,16,07550952946663947-1953120_1_16.mp4,Nuclear-Chicago Corporation's exclusivity on marketing the Anger scintillation camera was eventually challenged by the introduction of a competing version of the Anger camera by Picker Corporation.,"[(25, 55), (134, 164), (176, 250), (460, 484), (544, 564), (572, 650)]","['Nuclear-Chicago Corporation', 'Anger', 'scintillation', 'Anger', 'picker', 'corporation']"
62a90031c0bfef0050fdbef7,Hal Anger,1,17,39495842073088117-1953120_1_17.mp4,"NCC and Anger sued Picker for infringement of the '057 patent, and Picker counterclaimed for invalidity of the '057 patent.","[(28, 61), (80, 106), (144, 170), (233, 276), (374, 404), (432, 468), (684, 720)]","['NCC', 'Anger', 'picker', 'infringement ', 'patent ', 'picker', 'patent']"
62a90031c0bfef0050fdbef7,Hal Anger,1,18,21570185370543582-1953120_1_18.mp4,"Picker also filed a proceeding in the Atomic Energy Commission, challenging the legitimacy of the AEC's release of the patent rights to Anger, and requesting a compulsory license under the '057 patent.","[(60, 96), (153, 199), (220, 253), (291, 343), (435, 452), (489, 512), (540, 557), (678, 756), (828, 855)]","['picker', 'proceeding ', 'atomic', 'commission', 'AEC', 'patent', 'Anger', 'compulsory ', 'patent']"
62a90031c0bfef0050fdbef7,Hal Anger,1,19,87663073639151-1953120_1_19.mp4,"The AEC proceeding was decided in favor of Anger and NCC, and the patent infringement lawsuit was eventually settled by the grant of a sublicense agreement to Picker.","[(54, 77), (169, 192), (214, 231), (275, 301), (537, 567), (681, 695)]","['AEC', 'Anger', 'NCC', 'patent', 'grant ', 'picker ']"
62a90031c0bfef0050fdbef7,Hal Anger,1,2,0637723962772867-1953120_1_2.mp4,"Anger also developed the well counter, widely used in laboratory tests to measure radioactivity in samples.","[(83, 112), (188, 208), (358, 397), (470, 554)]","['Anger', 'well', 'Laboratory', 'radioactivity ']"
62a90031c0bfef0050fdbef7,Hal Anger,1,2,0637723962772867-1953120_1_2.mp4,"Anger also developed the well counter, widely used in laboratory tests to measure radioactivity in samples.","[]",[]
62a90031c0bfef0050fdbef7,Hal Anger,1,21,33785830754731694-1953120_1_21.mp4,NCC was eventually sold to Siemens Corporation and Siemens continued to develop the technology of the Anger Camera and to market the device worldwide.,"[(54, 84), (195, 250), (268, 324), (441, 461)]","['NCC', 'Siemens ', 'Corporation', 'Anger']"
62a90031c0bfef0050fdbef7,Hal Anger,1,3,6746713238102633-1953120_1_3.mp4,Anger also developed a multi-plane tomographic radiation scanner using the Anger camera and a focussed radiation collimator.,"[(35, 71), (121, 186), (201, 276), (291, 346), (361, 391), (428, 452), (524, 580), (588, 634)]","['Anger', 'multi-plane', 'tomographic', 'radiation ', 'scanner', 'Anger', 'radiation', 'collimator']"
62a90031c0bfef0050fdbef7,Hal Anger,1,4,21458620041282717-1953120_1_4.mp4,"The first useful scintillation camera was developed by Anger at an AEC-funded laboratory at the University of California at Berkeley, California.","[(96, 176), (230, 234), (252, 282), (329, 343), (396, 410), (489, 538)]","['scintillation', 'by', 'Anger', 'AEC', 'lab', 'Berkeley']"
62a90031c0bfef0050fdbef7,Hal Anger,1,5,2725370133537872-1953120_1_5.mp4,"Consequently, the patent rights on the invention were owned by the U.S.","[(86, 103), (284, 304)]","['patent', 'U.S.']"
62a90031c0bfef0050fdbef7,Hal Anger,1,6,051032965725915425-1953120_1_6.mp4,Government.,[],[]
62a90031c0bfef0050fdbef7,Hal Anger,1,7,7724898064525028-1953120_1_7.mp4,"However, Anger's supervisors at the lab were well-connected with the head of the AEC, Glenn Seaborg, and prevailed on the AEC to release the patent rights to Anger personally.","[(57, 84), (140, 157), (240, 263), (307, 330), (352, 400), (467, 484), (547, 576), (662, 688)]","['Anger', 'lab', 'AEC', 'Glenn', 'Seaborg', 'AEC', 'patent', 'Anger']"
62a90031c0bfef0050fdbef7,Hal Anger,1,8,4423679114675527-1953120_1_8.mp4,"Anger retained patent counsel to file a U.S. patent application on his invention, and this application eventually matured into U.S.","[(51, 80), (176, 231), (310, 324), (339, 372), (633, 653)]","['Anger', 'patent', 'U.S.', 'patent', 'U.S.']"
62a90031c0bfef0050fdbef7,Hal Anger,1,9,6707954675614349-1953120_1_9.mp4,"Patent 3,011,057, issued in November 1961.","[(28, 74), (284, 298)]","['patent', 'NOV']"
62a90031c0bfef0050fdbef7,Hal Anger,2,0,9429602939360671-1953120_2_0.mp4,Philanthropy,"[(44, 154)]",['Philanthropy ']
62a90031c0bfef0050fdbef7,Hal Anger,2,1,14191956553687146-1953120_2_1.mp4,"In 2006, the Society of Nuclear Medicine's Education and Research Foundation received $6 million from the Hal Anger Estate, the largest gift ever received for advancing the field of nuclear medicine, leading to the development of a Hal Anger Prize and Lecture.","[(137, 157), (204, 212), (224, 272), (355, 407), (489, 503), (512, 535), (544, 576), (784, 820), (982, 996), (1004, 1024)]","['the', 'of', 'nuclear', 'foundation', 'Hal', 'Anger', 'estate', 'nuclear ', 'Hal', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,0,0,5241200130435812-1953120_0_0.mp4,"Hal Oscar Anger (May 20, 1920 – October 31, 2005) was an American electrical engineer and biophysicist at Donner Laboratory, University of California, Berkeley, known for his invention of the gamma camera.","[(25, 39), (83, 90), (99, 125), (166, 173), (265, 282), (435, 452), (512, 535), (544, 567), (726, 756), (790, 832)]","['Hal', 'Oscar', 'Anger', 'May', 'Oct', 'BIO', 'Donner', 'lab', 'gamma', 'camera']"
62a0d78a9bbab800502f2eb5,Hal Anger,0,1,03139146947132909-1953120_0_1.mp4,"In all, Anger held 15 patents, many of them for work at the Ernest O. Lawrence Radiation Laboratory.","[(121, 144), (201, 215), (368, 400), (428, 474), (496, 535), (544, 564)]","['Anger', 'patents', 'Ernest', 'Lawrence ', 'Radiation', 'lab']"
62a0d78a9bbab800502f2eb5,Hal Anger,0,2,05307501346024668-1953120_0_2.mp4,Anger received several awards in recognition of his inventions and their contributions to the field of nuclear medicine.,"[(67, 90), (339, 362), (57, 80)]","['Anger', 'nuclear', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,0,3,852272044132055-1953120_0_3.mp4,"Anger died in Berkeley, California.","[(57, 80), (131, 208)]","['Anger', 'Berkeley']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,0,8601935181046967-1953120_1_0.mp4,Career,[],[]
62a0d78a9bbab800502f2eb5,Hal Anger,1,1,7876857272017681-1953120_1_1.mp4,"In 1957, he invented the scintillation camera, known also as the gamma camera or Anger camera.","[(153, 263), (332, 349), (377, 384), (390, 407)]","['scintillation', 'gamma', 'or', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,1,7876857272017681-1953120_1_1.mp4,"In 1957, he invented the scintillation camera, known also as the gamma camera or Anger camera.","[(121, 144),(521, 535), (771, 791)]","['Anger', 'CO', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,11,13249242532047156-1953120_1_11.mp4,"He eventually granted an exclusive license on the '057 patent to Nuclear-Chicago Corporation (NCC), in Des Plaines, Illinois.","[(313, 336), (368, 381), (403, 426), (457, 496), (502, 509)]","['nuclear', 'patent', 'NCC', 'Des Plaines', 'ILL']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,12,16164100260581749-1953120_1_12.mp4,NCC successfully developed a commercially useful version of the Anger Camera and began marketing it to nuclear medical departments of hospitals in the United States.,"[(60, 71), (192, 212), (310, 333), (457, 464)]","['NC', 'Anger', 'Nuclear', 'US']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,13,2945638887216755-1953120_1_13.mp4,NCC's commercial sales of the Anger Camera grew substantially over the years and Anger became modestly wealthy from the royalties that he received under the exclusive license agreement.,"[(54, 61), (115, 119), (128, 144), (352, 384)]","['NC', 'f', 'anger', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,14,17758679171426395-1953120_1_14.mp4,NCC was eventually acquired by G.D.,"[(57, 96), (169, 183)]","['NCC', 'G.D.']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,15,6258924749058536-1953120_1_15.mp4,"Searle &amp; Co, of Skokie, Illinois, and operated as a wholly owned subsidiary.","[(83, 103), (128, 138), (137, 148), (153, 186), (185, 202)]","['Searle', 'CO', 'of', 'Skokie', 'IL']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,16,5313745761287307-1953120_1_16.mp4,Nuclear-Chicago Corporation's exclusivity on marketing the Anger scintillation camera was eventually challenged by the introduction of a competing version of the Anger camera by Picker Corporation.,"[(64, 100), (176, 199), (364, 381), (390, 397), (464, 474), (508, 522), (528, 548)]","['Nuclear-Chicago Corporation', 'Anger', 'version', 'of', 'by', 'picker', 'corp']"
